date,outlet,title,url,theme,summary,paywalled
2020-06-18,Health and Human Rights Journal,"Right-to-Medicines Litigation and Universal Health Coverage: Institutional Determinants of the Judicialization of Health in Brazil",https://www.hhrjournal.org/2020/06/18/right-to-medicines-litigation-and-universal-health-coverage-institutional-determinants-of-the-judicialization-of-health-in-brazil/,equity,"Presence of Public Defender's Office is a major determinant of whether judicialization occurs. Municipalities without public defenders -- typically poorer/remote -- see far less litigation.",no
2018,Faculdade de Medicina UFMG,"Pesquisa avalia interferencia da industria farmaceutica na judicializacao da saude",https://www.medicina.ufmg.br/pesquisa-avalia-interferencia-da-industria-farmaceutica-na-judicializacao-da-saude/,political_economy,"UFMG doctoral research: patients obtain high-cost treatments that aren't always best options but generate profit for lawyers, doctors, pharma. MG spent R$290 million on judicial health actions in 2016. Purpose of resolving public policy problem ended up favoring pharma profits.",no
2025,Abrale,"Apos decisao do STF sobre judicializacao, instituicoes se mobilizam em busca de dialogo mais profundo",https://abrale.org.br/abrale-na-midia/apos-decisao-do-stf-sobre-judicializacao-instituicoes-se-mobilizam-em-busca-de-dialogo-mais-profundo/,political_economy,"After STF Tema 1234 decision, patient associations (Abrale, Abrasta, Febrararas) mobilized politically, requesting CNJ meetings and seeking Congressional alternatives. Associations act as organized political players.",no
2024-10,Ministerio da Saude,"Judicializacao: no STF ministra Nisia afirma: 'esse e um marco para o Brasil e para o SUS'",https://www.gov.br/saude/pt-br/assuntos/noticias/2024/outubro/judicializacao-no-stf-ministra-nisia-afirma-esse-e-um-marco-para-o-brasil-e-para-o-sus,political_economy,"Health Minister celebrated STF Tema 1234 as victory for executive branch regaining control over pharmaceutical policy. Medicines approved by Anvisa but not in SUS can only be ordered under strict conditions.",no
2023,SciELO / Revista de Saude Publica,"Judicialization and right to health in Brazil: a trajectory of matches and mismatches",https://www.scielo.br/j/rsp/a/VJQ34GLNDB49xYVrGVKgDVF/,political_economy,"Comprehensive review of three-decade trajectory. Divide between pro-litigation camp (guaranteeing equitable rights) and anti-litigation camp (deepening inequalities). Ongoing political contest over legitimacy of judicial intervention.",no
2024,LEX Editora,"Justica determina bloqueio de verbas para fornecer remedio a paciente com cancer",https://www.lex.com.br/justica-determina-bloqueio-de-verbas-para-fornecer-remedio-a-paciente-da-rede-publica-de-saude-com-cancer/,enforcement,"Judge in Caico (RN) blocked state funds to supply kidney cancer medication. Illustrates judges' power to sequester public budgets when states fail to provide court-ordered treatments.",no
2019-12,Agencia Brasil,"Justica mantem bloqueio de R$ 325 milhoes da prefeitura do Rio",https://agenciabrasil.ebc.com.br/justica/noticia/2019-12/justica-mantem-bloqueio-de-r-325-milhoes-da-prefeitura-do-rio,enforcement,"TRT-RJ froze R$325 million from Rio de Janeiro municipality accounts to pay 20,000+ outsourced health workers (community agents, pharmacists, nursing techs) with salaries unpaid since October 2019.",no
2017-05-08,STJ,"Fazenda publica pode ser multada por nao fornecer medicamento",https://www.stj.jus.br/sites/portalp/Paginas/Comunicacao/Noticias-antigas/2017/2017-05-08_07-59_Fazenda-publica-pode-ser-multada-por-nao-fornecer-medicamento.aspx,enforcement,"STJ Tema 98: First Section unanimously ruled daily fines (astreintes) can be imposed on government for non-compliance with medication supply orders. RS case: glaucoma patient won half-minimum-wage daily fine.",no
2023-09-25,STF,"STF nega sequestro de precatorios para doencas graves",https://portal.stf.jus.br/,enforcement,"STF limited sequestration of precatorios (court-ordered government debts) for health cases, even serious diseases. Balanced individual urgency against fiscal responsibility. Only allowed when no budgetary allocation exists.",no
2025-11,Cidadeverde,"TCE multa ex-prefeito Dr. Pessoa por descumprir decisao sobre recursos da saude",https://cidadeverde.com/noticias/445355/tce-multa-ex-prefeito-dr-pessoa-por-descumprir-decisao-sobre-recursos-da-saude,enforcement,"TCE-PI fined Teresina ex-mayor 5,000 UFR-PI for non-compliance with health budget precautionary measures during 2023. Mayor failed to present defense or prove compliance. Shows audit courts also enforce health spending rules.",no
2026-02-04,O Tempo,"Paciente em risco de rompimento de aneurisma esta ha quase 100 dias internada sem cirurgia no SUS-MG",https://www.otempo.com.br/cidades/2026/2/4/paciente-em-risco-de-rompimento-de-aneurisma-esta-ha-quase-100-dias-internada-sem-cirurgia-no-sus-mg,admin_failure,"Elizabete Fernandes, 44, hospitalized 100 days in MG with cerebral aneurysm risk. Hospital lacked SUS credentialing for endovascular surgery. Transfer via CINT Belo Horizonte ordered Dec 3 but never executed. Lawsuit seeks judicial fund seizure for private surgery.",no
2016-06,TJDFT,"Espera de quase 10 anos na fila de cirurgia gera indenizacao a paciente da rede publica de saude",https://www.tjdft.jus.br/institucional/imprensa/noticias/2016/junho/espera-de-quase-10-anos-na-fila-de-cirurgia-gera-indenizacao-a-paciente-da-rede-publica-de-saude,admin_failure,"DF condemned to R$20k damages for child waiting nearly 10 years for cranial surgery that should be done in infancy. Court recognized state negligence via omission -- failing to provide care the SUS promises.",no
2022-07,Agencia Brasil / Radioagencia,"Falta de medicamentos atinge 80% das cidades brasileiras",https://agenciabrasil.ebc.com.br/radioagencia-nacional/saude/audio/2022-07/falta-de-medicamentos-atinge-80-das-cidades-brasileiras,admin_failure,"CNM survey of 3,360 municipalities: 80% reported medicine shortages. 68% lacked amoxicillin, 66% lacked dipirona. 1,392 municipalities resorted to emergency procurement. Ministry admitted low stock of ~90 substances including antibiotics, saline solution.",no
2022,EPSJV / Fiocruz,"Falta de medicamentos atinge mais de 80% das cidades",https://www.epsjv.fiocruz.br/podcast/falta-de-medicamentos-atinge-mais-de-80-das-cidades,admin_failure,"Fiocruz analysis: SUS medicine shortages are structural, not temporary. Brazil's domestic pharmaceutical ingredient production fell from 50% to 5% of needs over 40 years. 2017 financing reform reduced 6 blocks to 2, fragmenting the system.",no
2025,Folha de S.Paulo / SciELO,"SUS waiting lists: 1.6 million Brazilians await surgery",https://www.scielo.br/j/csp/a/SQNxybJVbkLFLRbNwmvMTdd/?lang=pt,admin_failure,"1.6 million Brazilians on SUS surgical waiting lists. 5% die per year of waiting. Patients waiting 7 years have 18% higher mortality than those operated immediately. UK comparison: no one waits >18 weeks, 90% operated within that period.",no
2018-03,Ministerio da Saude,"Liminar aponta 'afronta a concorrencia' em compra para doencas raras",https://www.gov.br/saude/pt-br/assuntos/noticias/2018/marco/liminar-aponta-afronta-a-concorrencia-em-compra-para-doencas-raras,procurement_cost,"Rare disease drug distribution monopoly: ANVISA resolution required manufacturer authorization for importers, creating single-distributor monopolies. Federal judge ruled this violated bidding competition principles. 2010-2015: R$2.7B spent judicially, 54% on just 3 drugs (Elaprase, Naglazyme, Soliris).",no
2024,Portal TCU,"Tribunal fiscaliza gestao de demandas judiciais de medicamento",https://portal.tcu.gov.br/imprensa/noticias/tribunal-fiscaliza-a-gestao-de-demandas-judiciais-de-medicamento,procurement_cost,"TCU audit found R$26.4 million in judicially purchased medicines expired between 2018-2022. Emergency procurement without competitive bidding leads to systematic waste. Highlights inefficiency of individualized judicial purchasing vs. centralized procurement.",no
2025,Futuro da Saude,"Medicamentos nao incorporados mais judicializados no SUS sao para doencas raras",https://futurodasaude.com.br/medicamentos-nao-incorporados-no-sus-judicializacao/,procurement_cost,"Top non-incorporated judicially mandated drugs: vosoritida (achondroplasia) R$875M and atalureno (Duchenne) R$765M between 2022-2024. Pharma companies delay incorporation requests while litigation forces purchase at full price. BioMarin only planning Conitec submission for 2025.",no
2022,IDEC,"Remedio de R$ 6,5 milhoes: preco baseado na cura e injusto e cruel",https://idec.org.br/release/remedio-de-r-65-milhoes-preco-baseado-na-cura-e-injusto-e-cruel-diz-idec,procurement_cost,"IDEC criticized CMED for raising Zolgensma from R$2.9M to R$6.5M using 'value-based pricing' (comparing to years of competitor Spinraza). Families forced to sue for access. Later resolved: SUS adopted risk-sharing agreement, achieving lowest global price.",no
2025-05,Gov.br / Secom,"SUS realiza primeiras aplicacoes do Zolgensma via acordo de compartilhamento de risco",https://www.gov.br/secom/pt-br/assuntos/noticias/2025/05/sus-realiza-primeiras-aplicacoes-do-zolgensma-medicamento-de-r-7-milhoes-para-criancas-com-ame,procurement_cost,"SUS began providing Zolgensma (~R$7M) through innovative risk-sharing agreement: payment only if treatment is effective. Brazil secured lowest list price globally. Shows how incorporation can resolve judicialization -- prior to this, families had to sue.",no
2013-03,Conjur / IPEA,"Mapa da Defensoria mostra que faltam defensores em 72% das comarcas",https://www.conjur.com.br/2013-mar-12/mapa-defensoria-mostra-faltam-defensores-72-comarcas/,defensoria_access,"IPEA/ANADEP 'Mapa da Defensoria': public defenders absent from 72% of 2,680 comarcas. Only 5,054 of 8,489 positions filled (59.5%). Deficit most severe in small districts (<100k pop) with lower HDI. Total deficit: 10,578 defenders.",no
2025-02-21,Conjur,"Brasil esta longe de colocar Defensoria em todas as comarcas",https://www.conjur.com.br/2025-fev-21/41-das-comarcas-estaduais-e-60-das-subsecoes-federais-nao-tem-defensor-publico/,defensoria_access,"Despite Constitutional Amendment 80/2014 deadline, 41% of state comarcas and 60% of federal subsections still lacked public defenders as of June 2024. Coverage rose from 47% to 59.1% between 2021 and 2024 -- still far from universal.",no
2015,Cadernos de Saude Publica / SciELO,"Biehl et al: right to medicines litigation in Rio Grande do Sul",https://scielosp.org/article/csp/2015.v31n3/451-462/,defensoria_access,"Princeton/Johns Hopkins study of 1,262 lawsuits in RS: presence of Defensoria associated with 7x increase in probability of municipality having medicine lawsuit. Demonstrates that access to legal representation -- not just disease burden -- drives litigation geography.",no
2010-2014,SES-SP / Chieffi,"Advogados privados lideram 64% das acoes de saude em SP",https://periodicos.saude.sp.gov.br/BEPA182/article/view/38466,defensoria_access,"Chieffi SP data 2010-2014: of 56,000 health lawsuits, private lawyers led 64%, Defensoria only 13.8%, prosecutors 9%. Of 20 most demanded drugs, only 4 lacked SUS alternatives. 63% increase in volume over period. 'Judicialization accentuates inequality in access.'",no
2025-09,DPE-AM,"Defensoria celebra dois anos da CRELS com R$ 12 milhoes economizados e 92.5% de resolutividade",https://defensoria.am.def.br/2025/09/15/defensoria-celebra-dois-anos-da-crels-am-com-mais-de-r-12-milhoes-economizados-e-925-de-resolutividade/,defensoria_access,"Amazonas CRELS (health litigation resolution chamber): 4,278 demands handled in 2 years, 92.5% resolution rate, R$12.5M saved. Meanwhile DPE-AM has deficit of 80 positions, budget frozen since 2021 at 0.69% of state budget.",no
2020,SciELO / Revista de Administracao Publica,"Os impactos da judicializacao da saude no municipio de Sao Paulo: gasto publico e organizacao federativa",https://www.scielo.br/j/rap/a/5YcctKRJTVmQnp5mRHkBBcj/?format=html&lang=pt,municipal_adaptation,"SP DJES study: judicialization consumed 6% of municipal pharmaceutical budget and 10% of hospital supplies budget. 55% of judicial costs were for medicines that were responsibility of other government levels (state/Union). SP created dedicated department in 2020.",no
2017-08-30,Portal CNJ,"Camara de Conciliacao de Saude resolve 80% dos casos na Bahia",https://www.cnj.jus.br/camara-de-conciliacao-de-saude-resolve-80-dos-casos-na-bahia/,municipal_adaptation,"Bahia's CCS achieved 80% resolution rate within 9 months of establishment. Brings together Defensoria and health secretariats to resolve medication/treatment requests without litigation. Jan-Jul 2024: 3,409 visits, 4,164 assessments.",no
2024,CGNoticias / Prefeitura Campo Grande,"Campo Grande cria Catjus e economiza R$ 425 mil em dois meses",https://www.campogrande.ms.gov.br/cgnoticias/noticia/impactos-no-orcamento-e-medidas-alternativas-a-judicializacao-sao-debatidas-durante-dialogo-deliberativo/,municipal_adaptation,"Campo Grande spends ~R$26M/year on health judicialization. Created Catjus (Coordenacao de Apoio Tecnico a Judicializacao da Saude) which saved R$425k in Jul-Aug alone by redirecting patients to existing SUS services.",no
2019,NSC Total,"Nucleo diminui judicializacoes na area da saude em Joinville",https://www.nsctotal.com.br/noticias/nucleo-diminui-judicializacoes-na-area-da-saude-em-joinville,municipal_adaptation,"Joinville NAT-Jus (est. 2016): peak judicial spending R$10.4M in 2016. New actions fell from 227 (2017) to 144 (2018) -- 36.6% decline. 20% of cases resolved via patient guidance, 35% resolved without litigation. Collective actions dropped from 13 to 1.",no
2023-11,Agencia Gov,"Ministerio da Saude volta a ressarcir estados e municipios pela judicializacao de medicamentos",https://agenciagov.ebc.com.br/noticias/202311/ministerio-da-saude-volta-a-ressarcir-estados-e-municipios-pela-judicializacao-de-medicamentos,municipal_adaptation,"Federal reimbursement resumed after 6-year suspension (2017-2023). First states: SC, RS, PR, ES, MS, CE, PE. Dec 2024 CIT Portaria: Union reimburses 65% (80% for oncology), back-payments for 2018-2024 within 5 years.",no
2024,Secretaria da Saude PR,"Experiencia exitosa do Parana para diminuir demandas judiciais de medicamentos",https://www.saude.pr.gov.br/Noticia/Experiencia-exitosa-do-Parana-para-diminuir-demandas-judiciais-de-medicamentos-e,municipal_adaptation,"Parana spends R$300M/year on judicial health demands. Pioneered PREC pre-judicialization project and reimbursement mechanism: state buys Union-responsibility drugs, fixes price via Cemepar, obtains federal reimbursement. Recognized as national model.",no
2022,Prefeitura Vitoria da Conquista,"Camara de Conciliacao em Saude amplia atendimentos",https://www.pmvc.ba.gov.br/camara-de-conciliacao-em-saude-amplia-atendimentos-para-dar-mais-rapidez-as-demandas-dos-usuarios/,municipal_adaptation,"Vitoria da Conquista created pioneering CCS in Bahia (March 2022) via Technical Cooperation Agreement between municipal health and Defensoria. Restructured 2023 to expand legal team to 2 days/week. Resolves medication/treatment requests without litigation.",no
2025-02,Campo Grande News,"Avalanche de acoes judiciais na saude so cresce e desorganiza orcamento em MS",https://www.campograndenews.com.br/brasil/cidades/avalanche-de-acoes-judiciais-na-saude-so-cresce-e-desorganiza-orcamento-em-ms,municipal_adaptation,"MS health lawsuits rose from 6,500 (2023) to 7,659 (2024), with 810 new actions by Feb 2025 alone. State prosecutor described it as 'seizure' of public resources. Makes planned health policy execution impossible.",no
2016-11,Folha de S.Paulo,"Nao lido com o cofre diz ministra do STF sobre judicializacao da saude",https://www1.folha.uol.com.br/cotidiano/2016/11/nao-lido-com-o-cofre-diz-ministra-do-stf-sobre-judicializacao-da-saude.shtml,political_economy,"STF President Carmen Lucia: 'I deal with the human not the treasury.' Health Minister Barros: 'judicial action displaces resources.' 80% of actions for one drug from single law firm. Hypercholesterolemia fraud: R$36M doctors paid R$300/prescription. NAT-Jus platform launched.",yes
2025-01,Folha de S.Paulo,"SUS nao entrega ao menos 76 medicamentos e procedimentos incorporados a rede publica desde 2018",https://www.sbmdn.org.br/sus-nao-entrega-ao-menos-76-medicamentos-e-procedimentos-incorporados-a-rede-publica-desde-2018/,admin_failure,"76 of 242 CONITEC-incorporated items (31.4%) unavailable after average 648 days -- three times the legal deadline. Insulin analog incorporated 2019 unavailable after 2000+ days. Reasons: unsigned contracts missing protocols pending CIT. Baby Manuella (Acre) died before treatment available.",yes
2020-03,Folha de S.Paulo,"Um unico remedio custou ao SUS R$ 2.44 bilhoes em 11 anos revela estudo",https://www1.folha.uol.com.br/cotidiano/2020/03/um-unico-remedio-custou-ao-sus-r-244-bilhoes-em-11-anos-revela-estudo.shtml,pharma_industry,"Eculizumab cost SUS R$2.44B over 11 years. Single law firm filed ~70% of 514 federal actions; 73% originated in DF. Of 414 patients roughly half lacked confirmed diagnosis. Operacao Calice de Higia (2017): purchases fell 49.5%. Price dropped 35% after ANVISA registration.",yes
2018-03,Folha de S.Paulo,"Pedidos de remedio na Justica caem e SP evita gastos de R$ 205 milhoes",https://www1.folha.uol.com.br/cotidiano/2018/03/pedidos-de-remedio-na-justica-caem-e-sp-evita-gastos-de-r-205-milhoes.shtml,institutional_response,"First decline in a decade: SP judicial health spending from R$1.09B to R$887M (16% drop 27% for Defensoria cases). Acessa SUS pre-litigation program. 1 in 4 judicially ordered drugs already on SUS list. R$40M fraud scheme uncovered in 2015.",yes
2023-03,Folha de S.Paulo,"Governo Bolsonaro incinerou medicamentos de alto custo para doencas raras",https://agenciaaids.com.br/noticia/governo-bolsonaro-incinerou-medicamentos-de-alto-custo-para-doencas-raras-destaca-folha-de-s-paulo/,admin_failure,"R$13.5M in rare disease drugs incinerated: Translarna R$2.74M eculizumab R$1.73M Spinraza R$319k. Total R$214.2M health products discarded since 2019. Stock data classified since 2018. Municipalities forced to buy via emergency procurement while federal stockpiles destroyed.",yes
2023-10,Folha de S.Paulo,"Governo federal gasta R$ 575 mi na compra de tres remedios para doencas raras por ordens judiciais",https://www.bioredbrasil.com.br/governo-federal-gasta-r-575-mi-na-compra-de-tres-remedios-para-doencas-raras-por-ordens-judiciais/,budget_pressure,"Top 3 drugs = 53.25% of R$1.1B: Translarna R$257M Soliris R$216M Zolgensma R$101M. Total 2022: R$1.6B (up 335% from 2012). 50000+ active federal lawsuits. Zolgensma incorporated Dec 2022 but unavailable 9 months later.",yes
2017-02,Folha de S.Paulo,"A mafia da judicializacao da saude",https://cqcs.com.br/noticia/mafia-da-judicializacao-da-saude/,pharma_industry,"Op-ed by Pedro Ramos. Describes Operacao Mr. Hyde: unnecessary surgeries with low-quality materials. Fraud ranges from trivial items to expensive unregistered drugs. Organized networks of doctors lawyers and pharma representatives.",yes
2025-08,Folha de S.Paulo,"Ministerio da Saude paga R$ 2.7 bilhoes com medicamentos judicializados e teme explosao de custos",https://www.noticiasaominuto.com.br/brasil/2308762/ministerio-saude-paga-r-2-7-bilhoes-com-medicamentos-judicializados-e-teme-explosao-de-custos,budget_pressure,"R$1.8B (2022) to R$2.73B (2024) rising ~R$400M/year. Elevidys: R$14.6M/dose ANVISA registration suspended but courts still ordering. R$3B needed for 213 active Elevidys lawsuits. Conitec rejected: gains dont exceed corticosteroids. Zolgensma risk-sharing March 2025.",yes
2024-11,Revista Piaui,"O Complexo: Parte II -- O dinheiro sempre",https://piaui.folha.uol.com.br/materia/o-complexo-parte-ii_o-dinheiro-sempre/,budget_pressure,"Investigative dossier on SUS underfunding. Ministry analysis: R$77B federal funding gap. Federal share fell from 45.3% (2012) to 37.6% (2022). EC 95/2016 spending ceiling cost SUS ~R$76B (2018-2022). Previne Brasil disrupted primary care. Tax subsidies to private health sector: R$70.7B.",yes
2022-07,Revista Piaui,"Farra ilimitada",https://piaui.folha.uol.com.br/materia/farra-ilimitada/,admin_failure,"Secret budget (orcamento secreto) fraud in SUS. Municipalities inflated procedure counts: 540k tooth extractions in city of 38k. Parliamentary kickbacks up to 30%. Maranhao attracted R$918M. SUS audits collapsed from 1300/year to 151. Baby Gael died -- hospital lacked pediatrician incubator neonatal ICU despite city receiving millions.",yes
2016-10-16,Estadao,"Gasto do governo com remedio sem aval da Anvisa cresce 220 vezes em 5 anos",https://noticias.uol.com.br/saude/ultimas-noticias/estado/2016/10/17/gasto-do-governo-com-remedio-sem-aval-da-anvisa-cresce-220-vezes-em-5-anos.htm,pharma_industry,"Non-ANVISA-registered drug spending grew 220x in 5 years: R$2.4M in 2010 (2% of R$122M total) to R$545M in 2015 (50% of R$1.1B total). Cancer drugs rare disease treatments hepatitis C and cannabidiol products drove growth. STF judging Tema 500 on obligation to provide non-registered drugs.",yes
2015-05-25,Estadao,"Governos gastam R$ 314 milhoes com remedio importado",https://www2.senado.leg.br/bdsf/browse?type=author&value=Cambricoli%2C+Fabiana,procurement_cost,"R$314M spent on imported drugs from judicial decisions in 2014 forcing state and Union to purchase medications without ANVISA registration. Documents fiscal cost of judicially mandated imports.",yes
2018-08-15,ConJur,"Com judicializacao da saude juizes passam a ditar politicas publicas do setor",https://www.conjur.com.br/2018-ago-15/judicializacao-saude-juizes-passam-ditar-politicas-publicas-setor/,judge_perspective,"Judge Galhardo created pre-litigation committee in Araraquara reducing health lawsuits 70% (Innovare Prize 2007). Desembargador Dip: 'How can we deny when state defenses are generic?' TJSP handled 40000+ health cases/year costing SP over R$1B.",no
2020-06-10,Portal CNJ,"Solucoes construidas pelo CNJ buscam reduzir judicializacao da saude",https://www.cnj.jus.br/solucoes-construidas-pelo-cnj-buscam-reduzir-judicializacao-da-saude/,judge_perspective,"Judges describe core dilemma: 'We are deciding under pressure about a subject we do not master because we are not doctors.' Receive one-sided petitions with urgency requests must decide immediately. Documents decade of CNJ institutional responses including National Health Forum and NAT-Jus.",no
2024,Migalhas,"Judicializacao da saude no Brasil: Impacto desafios e papel do NatJus",https://www.migalhas.com.br/coluna/migalhas-de-direito-medico-e-bioetica/419202/judicializacao-da-saude-no-brasil-impacto-desafios-e-papel-do-natjus,judge_perspective,"NAT-Jus data from Roraima (2019-2024): only 12.3% of cases classified as urgent were genuinely urgent vs 66.5% non-urgent. Goias: 18.1% truly urgent vs 81.9% not. Many judges resist NAT-Jus consultation citing urgency judicial autonomy or missing infrastructure. 53.8% of NAT-Jus opinions fully favorable to patient.",no
2022-08-30,A Regra e Clara,"Prazo de 180 dias para oferta de novos medicamentos via de regra nao e cumprido",https://aregraeclara.org.br/prazo-de-180-dias-nao-e-cumprido/,conitec_politics,"CGU audit of 25 medications: zero met 180-day legal deadline. Average delay 624 days. Financing-definition stage alone ~300 days; gap from financing to first acquisition ~265 days. Maximum observed delay: 1314 days (3.6 years). Created Monitor dos 180 Dias tracking 900+ incorporation cases since 2012.",no
2022,Cadernos de Saude Publica,"Pharmaceutical industry interference in CONITEC incorporation process (Tamachiro et al)",https://www.scielo.br/j/csp/a/HDhFhXTLTVSh4j99Qqv5NpP/?lang=pt,conitec_politics,"Study of 514 incorporation requests (2012-2020): 37% from pharma companies; industry provided 70.7% of all public consultation contributions. One submission (nusinersena) generated 41787 contributions. Companies deliberately avoid CONITEC when evidence is weak preferring judicialization. 52.7% of industry requests rejected.",no
2019,Cadernos de Saude Publica,"Critical analysis of nusinersena/Spinraza incorporation into SUS (Caetano et al)",https://www.scielo.br/j/csp/a/Fv7D7nRF8DfRXFzCvW7KWbN/?lang=pt,conitec_politics,"CONITEC unanimously rejected nusinersena in Nov 2018. After Attorney General intervention second submission approved March 2019 with no new clinical evidence. Public consultation: 41787 contributions in 10 days (56% of all contributions across 123 favorable recommendations 2012-2019). Federal spending: ~R$118M for 496 units in 2018.",no
2023-09,Metropoles,"Empresa com apenas 1 funcionario leva contrato de R$ 285.8 mi na Saude",https://www.metropoles.com/brasil/empresa-com-apenas-1-funcionario-leva-contrato-de-r-2858-mi-na-saude,procurement_cost,"Auramedi Farmaceutica -- micro-enterprise with 1 employee and R$1.3M capital -- won R$285.8M contract without bidding for immunoglobulin. HQ found closed and without employees during business hours. Owner defendant in pandemic-era fraud case. Co-representative linked to Operacao Vampiro (2004).",no
2025,AGE-MG,"Justica acolhe pedido da AGE-MG e determina bloqueio por superfaturamento de Trikafta",https://advocaciageral.mg.gov.br/justica-acolhe-pedido-da-age-mg-e-determina-bloqueio-de-r-21-milhoes-de-empresas-que-superfaturaram-compra-de-remedios-para-a-populacao/,procurement_cost,"Two importers overcharged ~R$2M for Trikafta (cystic fibrosis). Court froze R$5.3M and pierced corporate veil. Companies sold without ANVISA authorization. Market price ~R$650k vs prices charged far above.",no
2023-06,Agencia Brasil,"Anemia falciforme foi invisibilizada pelo racismo apontam entidades",https://agenciabrasil.ebc.com.br/saude/noticia/2023-06/anemia-falciforme-foi-invisibilizada-pelo-racismo-apontam-entidades,equity,"~100000 patients with sickle cell disease in Brazil; 95% are Black. 30000+ preventable deaths annually. Most are Bolsa Familia beneficiaries. No SUS protocols until 2005 despite century of diagnosis. Ministry: institutional racism affects care quality for this population.",no
2025-09-18,Correio Braziliense,"Judicializacao da saude: um ano do julgamento do Tema 1234 do STF",https://www.correiobraziliense.com.br/direito-e-justica/2025/09/7249899-judicializacao-da-saude-um-ano-do-julgamento-do-tema-1234-do-stf.html,institutional_response,"One-year retrospective: SUS lawsuits declined ~6-7% in H1 2025. NatJus notes for non-incorporated drugs up 40%. Union reimbursement claims rose 878%. National Health Platform delivered to CNJ Jan 2026 (15 months post-decision). Supplementary health lawsuits rose 7% (opposite direction).",no
2025-09-04,ConJur,"STF precisou reforcar a aplicacao das Sumulas Vinculantes 60 e 61",https://www.conjur.com.br/2025-set-04/judicializacao-da-saude-stf-precisou-reforcar-a-aplicacao-das-sumulas-vinculantes-60-e-61/,institutional_response,"STF intervened twice in 2025 to enforce compliance with Tema 1234. Problems: judges ordering direct patient reimbursement (now prohibited); courts not enforcing PMVG price ceiling; CMED needing updated sanctions. Recommended expanding judicial education on health matters.",no
2025-12-29,Portal CNJ,"Uso de notas tecnicas para embasar decisoes judiciais em saude cresce cerca de 32% em 2025",https://www.cnj.jus.br/uso-de-notas-tecnicas-para-embasar-decisoes-judiciais-em-saude-cresce-cerca-de-32-em-2025/,institutional_response,"NAT-Jus technical notes grew 32% in 2025 (~131000 vs ~99000 in 2024). e-NatJus system now houses over 394000 technical notes total. Indicates increased judicial consultation of medical evidence following Tema 1234 decision.",no
2025,Futuro da Saude,"Apos decisao do STF 19.8% tiveram tratamentos interrompidos",https://futurodasaude.com.br/judicializacao-decisao-do-stf/,institutional_response,"Interfarma survey post-STF Tema 1234: 53.8% of patients continued treatment; 26.3% supply denied uncertain or pending; 19.8% had judicially-ordered treatments interrupted. Rare disease lawsuits grew 21.3% between 2022-2024 despite reforms.",no
2025-12-12,O Globo,"Judicializacao soma 1.49% dos custos dos planos de saude",https://oglobo.globo.com/patrocinado/dino/noticia/2025/12/12/judicializacao-soma-149-dos-custos-dos-planos-de-saude-1.ghtml,budget_pressure,"ANS data: judicial costs = R$3.9B in Q1 2025 (1.49% of total expenses). Tripled since 2020 (R$1.2B/0.65%). 62% of judicial demands involve procedures already in mandatory coverage. Operators earned R$7.1B profit in Q1 2025 (+114% vs 2024). 231k new lawsuits against plans Aug 2024-Jul 2025.",no
